68,969,van,gasoline,mechanical,4
69,107,van,electric,automatic,3
70,423,pickup,gasoline,automatic,5
71,605,cabriolet,gasoline,mechanical,2
72,400,sedan,electric,automatic,3
73,546,sedan,gasoline,mechanical,5
74,126,cabriolet,electric,automatic,3
75,208,minivan,gasoline,mechanical,2
76,746,pickup,diesel,automatic,6
77,426,pickup,diesel,mechanical,5
78,360,van,diesel,automatic,2
79,206,van,electric,mechanical,2
80,234,sedan,gasoline,mechanical,4
81,154,minivan,electric,automatic,4
82,301,pickup,gasoline,automatic,6
83,250,van,diesel,mechanical,6
84,119,pickup,electric,automatic,6
85,835,cabriolet,diesel,mechanical,4
86,493,van,diesel,mechanical,5
87,891,sedan,gasoline,automatic,2
88,933,cabriolet,diesel,automatic,2
89,599,SUV,electric,mechanical,5
90,48,SUV,electric,mechanical,5
91,180,SUV,diesel,automatic,3
92,405,minivan,electric,mechanical,5
93,449,pickup,electric,mechanical,6
94,153,van,electric,automatic,2
95,400,van,electric,automatic,2
96,487,van,diesel,automatic,3
97,563,SUV,diesel,automatic,2
98,103,minivan,electric,automatic,5
99,858,sedan,diesel,automatic,6
100,460,van,electric,automatic,3
101,732,SUV,electric,automatic,6
102,539,minivan,gasoline,mechanical,3
103,518,cabriolet,electric,mechanical,3
104,942,pickup,gasoline,mechanical,5
105,807,cabriolet,gasoline,mechanical,5
106,109,van,electric,automatic,4
107,274,van,electric,mechanical,4
108,634,van,gasoline,automatic,2
109,589,SUV,diesel,mechanical,6
110,932,cabriolet,diesel,mechanical,3
111,457,pickup,electric,automatic,5
112,541,pickup,gasoline,mechanical,6
113,611,van,gasoline,mechanical,4
114,955,minivan,diesel,mechanical,5
115,410,SUV,diesel,automatic,6
116,608,SUV,diesel,mechanical,4
117,868,minivan,electric,mechanical,3
118,218,minivan,electric,automatic,4
119,602,van,electric,mechanical,4
120,950,cabriolet,diesel,automatic,3
121,781,SUV,diesel,automatic,2
122,20,sedan,gasoline,mechanical,4
123,517,minivan,electric,automatic,6
124,256,van,gasoline,automatic,3
125,57,cabriolet,diesel,mechanical,2
126,107,van,gasoline,automatic,4
127,10,pickup,gasoline,mechanical,5
128,385,pickup,electric,automatic,6
129,832,sedan,electric,mechanical,3
130,411,SUV,diesel,automatic,5
131,325,pickup,electric,automatic,2
132,774,SUV,gasoline,automatic,3
133,325,pickup,electric,automatic,6
134,905,pickup,diesel,automatic,4
135,215,cabriolet,diesel,mechanical,4
136,476,sedan,diesel,mechanical,3
137,986,sedan,electric,automatic,5
138,704,SUV,diesel,mechanical,4
139,587,minivan,gasoline,mechanical,2
140,797,pickup,gasoline,mechanical,4
141,391,sedan,electric,automatic,5
142,482,cabriolet,diesel,automatic,6
143,671,pickup,electric,mechanical,4
144,956,van,electric,automatic,3
145,138,sedan,diesel,mechanical,5
146,947,pickup,diesel,mechanical,4
147,294,pickup,gasoline,automatic,2
148,943,pickup,electric,mechanical,4
149,920,van,electric,automatic,2
150,882,pickup,electric,mechanical,2
151,664,SUV,electric,automatic,3
152,231,SUV,electric,automatic,2
153,53,pickup,electric,automatic,2
154,6,pickup,diesel,mechanical,6
155,81,van,gasoline,automatic,6
156,941,pickup,electric,automatic,5
157,998,SUV,electric,automatic,3
158,332,SUV,gasoline,automatic,3
159,779,van,diesel,automatic,2
160,282,van,diesel,mechanical,5
161,960,minivan,gasoline,mechanical,5
162,779,pickup,gasoline,mechanical,4
163,513,sedan,diesel,automatic,5
164,477,sedan,electric,automatic,2
165,504,cabriolet,gasoline,automatic,4
166,374,minivan,gasoline,automatic,3
167,81,sedan,gasoline,automatic,4
168,257,minivan,gasoline,mechanical,2
169,426,sedan,electric,automatic,4
170,517,cabriolet,diesel,mechanical,6
171,350,SUV,gasoline,automatic,5
172,6,cabriolet,diesel,automatic,6
173,321,van,diesel,mechanical,2
174,278,sedan,gasoline,mechanical,6
175,525,minivan,gasoline,mechanical,3
176,266,minivan,diesel,automatic,6
177,43,minivan,gasoline,automatic,6
178,692,SUV,gasoline,mechanical,3
179,262,pickup,diesel,automatic,2
180,251,van,diesel,automatic,2
181,252,van,electric,automatic,3
182,949,SUV,diesel,mechanical,2
183,530,sedan,diesel,automatic,2
184,670,SUV,diesel,automatic,6
185,471,sedan,gasoline,automatic,2
186,701,SUV,gasoline,automatic,6
187,581,cabriolet,diesel,automatic,5
188,90,sedan,electric,mechanical,2
189,611,pickup,electric,mechanical,6
190,963,SUV,electric,mechanical,5
191,275,pickup,gasoline,automatic,3
192,712,SUV,electric,mechanical,3
193,809,cabriolet,electric,automatic,4
194,560,SUV,gasoline,mechanical,2
195,94,cabriolet,diesel,mechanical,2
196,57,SUV,diesel,automatic,6
197,925,pickup,gasoline,automatic,6
198,887,minivan,electric,automatic,3
199,156,cabriolet,gasoline,mechanical,5
200,798,pickup,electric,automatic,6
201,469,pickup,gasoline,mechanical,2
202,879,cabriolet,gasoline,automatic,5
203,13,pickup,electric,automatic,6
204,963,sedan,diesel,mechanical,6
205,535,minivan,diesel,automatic,4
206,576,van,diesel,automatic,2
207,193,minivan,electric,automatic,6
208,285,cabriolet,electric,mechanical,3
209,555,van,diesel,mechanical,5
210,782,minivan,gasoline,mechanical,3
211,299,van,gasoline,automatic,4
212,995,minivan,gasoline,mechanical,2
213,778,sedan,electric,automatic,5
214,26,cabriolet,gasoline,automatic,3
215,208,sedan,electric,mechanical,2
216,754,pickup,gasoline,mechanical,3
217,667,sedan,diesel,mechanical,3
218,388,van,electric,automatic,4
219,967,sedan,electric,automatic,6
220,342,pickup,gasoline,mechanical,4
221,242,van,gasoline,automatic,5
222,538,pickup,gasoline,mechanical,6
223,909,sedan,gasoline,mechanical,2
224,816,sedan,gasoline,automatic,6
225,861,SUV,diesel,mechanical,6
226,59,pickup,gasoline,automatic,6
227,524,SUV,diesel,mechanical,5
228,256,cabriolet,diesel,automatic,5
229,541,cabriolet,diesel,mechanical,5
230,253,cabriolet,gasoline,automatic,6
231,75,cabriolet,electric,automatic,5
232,4,sedan,electric,mechanical,3
233,223,sedan,electric,automatic,4
234,821,SUV,electric,mechanical,4
235,568,SUV,diesel,automatic,5
236,113,SUV,electric,mechanical,4
237,317,van,gasoline,mechanical,4
238,351,SUV,electric,mechanical,4
239,534,minivan,electric,mechanical,2
240,845,van,diesel,automatic,4
241,587,SUV,electric,mechanical,5
242,136,sedan,electric,mechanical,4
243,921,pickup,electric,automatic,2
244,861,minivan,electric,automatic,5
245,336,minivan,electric,automatic,2
246,704,van,diesel,mechanical,3
247,357,van,gasoline,automatic,4
248,832,pickup,diesel,mechanical,6
249,49,pickup,diesel,automatic,4
250,62,pickup,diesel,mechanical,3
251,981,minivan,diesel,mechanical,4
252,82,cabriolet,electric,automatic,2
253,539,SUV,gasoline,automatic,2
254,941,pickup,gasoline,mechanical,3
255,750,pickup,electric,mechanical,4
256,61,SUV,diesel,mechanical,2
257,202,SUV,gasoline,automatic,4
258,901,pickup,electric,automatic,6
259,405,van,gasoline,automatic,6
260,866,pickup,electric,automatic,4
261,146,cabriolet,electric,mechanical,4
262,810,van,diesel,automatic,6
263,2,minivan,gasoline,mechanical,5
264,829,sedan,gasoline,automatic,5
265,941,SUV,gasoline,mechanical,3
266,565,cabriolet,diesel,mechanical,6
267,89,SUV,diesel,mechanical,3
268,474,sedan,diesel,automatic,3
269,738,pickup,gasoline,mechanical,6
270,716,van,gasoline,mechanical,6
271,681,SUV,diesel,automatic,5
272,529,cabriolet,gasoline,automatic,4
273,836,SUV,electric,mechanical,4
274,477,van,diesel,automatic,6
275,802,van,electric,automatic,6
276,222,minivan,gasoline,automatic,5
277,514,pickup,gasoline,mechanical,3
278,597,pickup,electric,mechanical,2
279,570,cabriolet,gasoline,mechanical,5
280,815,minivan,electric,mechanical,2
281,372,minivan,electric,mechanical,4
282,279,cabriolet,diesel,mechanical,6
283,919,SUV,diesel,mechanical,4
284,279,SUV,electric,automatic,5
285,443,SUV,gasoline,automatic,4
286,15,sedan,diesel,automatic,3
287,296,van,gasoline,automatic,4
288,835,sedan,diesel,mechanical,4
289,484,pickup,gasoline,automatic,6
290,552,sedan,gasoline,automatic,6
291,846,sedan,gasoline,automatic,2
292,265,cabriolet,electric,mechanical,5
293,769,pickup,diesel,mechanical,2
294,600,pickup,diesel,mechanical,4
295,986,minivan,gasoline,mechanical,5
296,392,cabriolet,electric,mechanical,2
297,856,sedan,diesel,automatic,2
298,207,minivan,electric,mechanical,3
299,597,minivan,electric,mechanical,4
300,1000,van,gasoline,automatic,5
301,297,van,electric,mechanical,4
302,850,minivan,diesel,automatic,2
303,919,van,diesel,automatic,5
304,567,sedan,electric,mechanical,5
305,617,sedan,gasoline,automatic,3
306,388,pickup,diesel,automatic,2
307,737,pickup,electric,automatic,5
308,648,sedan,electric,mechanical,3
309,20,van,electric,automatic,2
310,949,van,diesel,mechanical,6
311,323,minivan,gasoline,automatic,6
312,244,van,diesel,mechanical,6
313,731,minivan,gasoline,mechanical,4
314,611,cabriolet,gasoline,automatic,4
315,319,minivan,diesel,automatic,3
316,531,van,diesel,automatic,3
317,886,sedan,diesel,mechanical,5
318,226,SUV,electric,automatic,4
319,299,minivan,electric,automatic,5
320,343,sedan,electric,mechanical,4
321,717,pickup,gasoline,automatic,3
322,612,sedan,electric,automatic,5
323,250,van,electric,automatic,4
324,668,cabriolet,diesel,automatic,5
325,253,SUV,gasoline,mechanical,6
326,35,van,electric,mechanical,2
327,442,van,diesel,automatic,2
328,433,pickup,diesel,mechanical,6
329,282,cabriolet,gasoline,automatic,6
330,369,minivan,electric,automatic,5
331,132,cabriolet,diesel,mechanical,5
332,853,pickup,gasoline,mechanical,4
333,86,minivan,gasoline,mechanical,2
334,641,cabriolet,gasoline,mechanical,4
335,177,minivan,electric,mechanical,4
336,58,cabriolet,electric,mechanical,5
337,485,minivan,electric,automatic,4
338,144,sedan,diesel,automatic,5
339,714,van,gasoline,mechanical,6
340,375,pickup,diesel,automatic,6
341,90,pickup,electric,automatic,2
342,879,pickup,diesel,automatic,4
343,675,sedan,electric,mechanical,5
344,757,SUV,diesel,mechanical,6
345,22,cabriolet,diesel,mechanical,6
346,321,van,diesel,mechanical,3
347,49,van,electric,automatic,3
348,119,sedan,diesel,automatic,4
349,641,minivan,electric,mechanical,3
350,19,van,diesel,mechanical,4
351,989,SUV,electric,automatic,5
352,919,pickup,electric,mechanical,5
353,86,pickup,gasoline,mechanical,3
354,74,pickup,electric,automatic,5
355,771,pickup,gasoline,automatic,6
356,867,SUV,gasoline,mechanical,3
357,71,pickup,diesel,mechanical,2
358,203,minivan,diesel,mechanical,2
359,224,SUV,gasoline,mechanical,3
360,630,cabriolet,diesel,mechanical,2
361,375,cabriolet,gasoline,automatic,4
362,742,SUV,diesel,mechanical,6
363,298,minivan,diesel,mechanical,3
364,697,pickup,gasoline,automatic,2
365,427,cabriolet,gasoline,mechanical,2
366,674,cabriolet,electric,mechanical,3
367,226,sedan,gasoline,automatic,3
368,553,SUV,diesel,automatic,3
369,697,SUV,diesel,automatic,3
370,585,cabriolet,electric,automatic,6
371,762,minivan,diesel,automatic,4
372,673,sedan,electric,mechanical,6
373,114,pickup,electric,automatic,4
374,493,van,electric,automatic,3
375,757,pickup,electric,mechanical,6
376,276,sedan,electric,mechanical,2
377,792,minivan,electric,mechanical,2
378,140,minivan,electric,mechanical,5
379,375,pickup,electric,mechanical,4
380,1,pickup,diesel,automatic,5
381,856,sedan,diesel,mechanical,6
382,206,minivan,diesel,mechanical,4
383,249,van,electric,automatic,5
384,694,van,gasoline,automatic,6
385,878,van,gasoline,automatic,5
386,691,pickup,electric,automatic,5
387,527,cabriolet,diesel,automatic,4
388,231,sedan,electric,mechanical,5
389,179,pickup,electric,mechanical,3
390,179,cabriolet,gasoline,mechanical,6
391,333,pickup,electric,automatic,5
392,567,minivan,electric,automatic,2
393,997,sedan,diesel,automatic,6
394,766,van,electric,automatic,3
395,418,SUV,gasoline,mechanical,3
396,75,van,gasoline,mechanical,6
397,397,van,electric,automatic,3
398,383,pickup,gasoline,automatic,2
399,772,pickup,electric,mechanical,6
400,475,pickup,gasoline,automatic,5
401,939,pickup,gasoline,automatic,4
402,82,van,gasoline,mechanical,4
403,445,pickup,diesel,automatic,4
404,31,pickup,diesel,automatic,3
405,546,van,gasoline,automatic,6
406,978,minivan,electric,mechanical,3
407,475,sedan,diesel,automatic,4
408,223,van,diesel,mechanical,4
409,983,pickup,diesel,mechanical,2
410,197,SUV,electric,automatic,5
411,418,SUV,gasoline,mechanical,4
412,521,pickup,electric,automatic,2
413,618,cabriolet,electric,mechanical,5
414,790,cabriolet,electric,automatic,3
415,46,SUV,gasoline,mechanical,2
416,414,sedan,diesel,automatic,3
417,44,van,diesel,automatic,5
418,817,sedan,diesel,automatic,2
419,41,cabriolet,diesel,mechanical,2
420,129,SUV,gasoline,automatic,5
421,843,pickup,electric,mechanical,4
422,1000,minivan,gasoline,mechanical,3
423,853,cabriolet,gasoline,mechanical,6
424,832,minivan,diesel,automatic,4
425,704,minivan,diesel,mechanical,4
426,988,pickup,gasoline,mechanical,4
427,984,van,diesel,automatic,4
428,979,van,diesel,mechanical,6
429,25,pickup,gasoline,automatic,2
430,291,van,gasoline,automatic,6
431,766,sedan,diesel,automatic,6
432,328,SUV,electric,mechanical,2
433,761,minivan,diesel,mechanical,3
434,345,cabriolet,gasoline,mechanical,4
435,397,sedan,electric,mechanical,4
436,61,van,gasoline,mechanical,2
437,120,minivan,electric,mechanical,5
438,643,pickup,diesel,mechanical,3
439,732,cabriolet,gasoline,automatic,6
440,330,SUV,electric,automatic,3
441,842,van,gasoline,automatic,2
442,972,sedan,diesel,automatic,6
443,148,minivan,diesel,mechanical,2
444,847,pickup,electric,automatic,4
445,765,cabriolet,gasoline,mechanical,3
446,503,pickup,electric,automatic,5
447,80,minivan,diesel,automatic,2
448,239,minivan,diesel,mechanical,4
449,230,SUV,diesel,automatic,2
450,698,SUV,diesel,mechanical,3
451,799,minivan,gasoline,automatic,2
452,587,pickup,gasoline,mechanical,3
453,52,cabriolet,electric,automatic,5
454,985,pickup,electric,automatic,4
455,750,cabriolet,gasoline,automatic,2
456,578,sedan,diesel,mechanical,2
457,851,pickup,gasoline,mechanical,4
458,587,cabriolet,gasoline,mechanical,2
459,523,pickup,diesel,mechanical,2
460,297,sedan,gasoline,mechanical,3
461,890,pickup,diesel,mechanical,3
462,83,cabriolet,electric,mechanical,6
463,647,cabriolet,diesel,automatic,2
464,719,van,gasoline,automatic,3
465,297,minivan,gasoline,automatic,5
466,694,van,diesel,automatic,2
467,256,pickup,gasoline,mechanical,4
468,734,sedan,electric,automatic,2
469,336,cabriolet,electric,automatic,2
470,672,SUV,diesel,mechanical,2
471,974,SUV,diesel,automatic,4
472,928,minivan,gasoline,mechanical,6
473,831,SUV,diesel,mechanical,3
474,333,sedan,gasoline,mechanical,4
475,252,pickup,gasoline,mechanical,2
476,205,pickup,gasoline,mechanical,6
477,921,minivan,diesel,automatic,4
478,777,sedan,electric,mechanical,3
479,926,cabriolet,gasoline,mechanical,3
480,120,cabriolet,electric,mechanical,2
481,962,SUV,electric,automatic,5
482,512,pickup,electric,automatic,5
483,718,cabriolet,electric,mechanical,6
484,666,SUV,electric,mechanical,2
485,643,van,gasoline,automatic,6
486,1,SUV,electric,mechanical,3
487,896,minivan,electric,mechanical,4
488,646,sedan,electric,mechanical,6
489,134,van,electric,automatic,4
490,49,SUV,electric,mechanical,4
491,884,cabriolet,gasoline,automatic,5
492,494,SUV,electric,mechanical,4
493,944,pickup,diesel,mechanical,5
494,164,minivan,electric,mechanical,3
495,363,minivan,diesel,mechanical,5
496,719,pickup,gasoline,automatic,3
497,700,SUV,diesel,mechanical,5
498,894,minivan,diesel,automatic,4
499,376,sedan,electric,mechanical,6
500,922,sedan,diesel,mechanical,5
501,991,minivan,electric,mechanical,6
502,966,cabriolet,electric,automatic,3
503,814,sedan,gasoline,mechanical,6
504,255,cabriolet,electric,mechanical,5
505,890,pickup,diesel,automatic,2
506,238,van,electric,automatic,4
507,658,van,electric,automatic,5
508,711,SUV,gasoline,mechanical,5
509,306,SUV,diesel,automatic,2
510,530,minivan,diesel,mechanical,4
511,770,SUV,electric,mechanical,6
512,503,minivan,diesel,automatic,3
513,169,cabriolet,diesel,mechanical,4
514,881,cabriolet,diesel,automatic,5
515,18,pickup,gasoline,automatic,6
516,141,cabriolet,gasoline,automatic,6
517,297,SUV,diesel,mechanical,6
518,579,pickup,diesel,mechanical,6
519,230,sedan,diesel,automatic,2
520,53,van,diesel,automatic,3
521,149,pickup,electric,automatic,4
522,489,SUV,gasoline,mechanical,2
523,656,cabriolet,gasoline,mechanical,2
524,689,minivan,electric,mechanical,6
525,45,cabriolet,gasoline,mechanical,5
526,914,van,diesel,automatic,6
527,427,cabriolet,electric,automatic,5
528,344,pickup,electric,mechanical,4
529,303,cabriolet,electric,automatic,2
530,720,SUV,electric,mechanical,4
531,908,minivan,electric,mechanical,6
532,277,van,diesel,mechanical,6
533,513,pickup,electric,mechanical,4
534,975,pickup,diesel,mechanical,3
535,96,sedan,gasoline,automatic,5
536,855,cabriolet,diesel,automatic,4
537,58,minivan,electric,mechanical,2
538,642,SUV,electric,automatic,4
539,573,sedan,gasoline,automatic,3
540,296,pickup,diesel,mechanical,4
541,667,sedan,electric,automatic,6
542,712,minivan,diesel,mechanical,4
543,236,cabriolet,diesel,automatic,5
544,27,minivan,gasoline,automatic,5
545,655,van,diesel,automatic,4
546,784,pickup,electric,mechanical,5
547,274,cabriolet,electric,automatic,2
548,122,minivan,diesel,mechanical,6
549,282,minivan,electric,automatic,3
550,437,cabriolet,diesel,mechanical,2
551,612,pickup,electric,automatic,3
552,586,cabriolet,gasoline,automatic,6
553,450,van,diesel,mechanical,3
554,979,sedan,gasoline,automatic,2
555,849,sedan,diesel,automatic,4
556,315,sedan,gasoline,mechanical,6
557,655,minivan,gasoline,mechanical,6
558,161,cabriolet,gasoline,mechanical,6
559,56,minivan,diesel,automatic,6
560,354,sedan,electric,mechanical,6
561,452,sedan,gasoline,automatic,6
562,398,cabriolet,diesel,mechanical,2
563,508,sedan,diesel,automatic,2
564,276,van,gasoline,mechanical,2
565,63,sedan,electric,automatic,2
566,162,cabriolet,diesel,mechanical,5
567,584,van,electric,automatic,5
568,638,minivan,diesel,mechanical,2
569,151,cabriolet,diesel,automatic,2
570,5,pickup,electric,automatic,2
571,271,cabriolet,gasoline,mechanical,6
572,571,van,electric,automatic,3
573,544,minivan,electric,mechanical,5
574,753,SUV,electric,automatic,5
575,78,SUV,diesel,mechanical,5
576,392,pickup,diesel,automatic,6
577,435,sedan,diesel,automatic,6
578,29,SUV,gasoline,automatic,6
579,527,SUV,electric,automatic,3
580,70,cabriolet,gasoline,automatic,6
581,188,van,diesel,automatic,3
582,230,van,electric,automatic,2
583,711,cabriolet,electric,mechanical,4
584,103,sedan,electric,automatic,3
585,522,cabriolet,diesel,mechanical,5
586,486,cabriolet,gasoline,automatic,2
587,403,pickup,electric,mechanical,4
588,385,minivan,electric,automatic,6
589,402,SUV,gasoline,automatic,4
590,866,van,electric,automatic,5
591,250,SUV,diesel,mechanical,3
592,886,minivan,diesel,mechanical,5
593,707,SUV,electric,automatic,2
594,55,sedan,diesel,automatic,5
595,773,pickup,electric,automatic,2
596,418,SUV,gasoline,automatic,6
597,768,minivan,diesel,automatic,6
598,472,sedan,diesel,automatic,3
599,201,minivan,gasoline,mechanical,3
600,679,minivan,electric,mechanical,6
601,687,cabriolet,gasoline,automatic,3
602,249,minivan,diesel,automatic,6
603,644,van,diesel,mechanical,6
604,485,cabriolet,gasoline,automatic,4
605,245,minivan,electric,automatic,6
606,53,pickup,electric,automatic,3
607,81,SUV,diesel,mechanical,4
608,317,sedan,gasoline,automatic,6
609,393,cabriolet,electric,automatic,2
610,131,SUV,gasoline,mechanical,3
611,448,minivan,electric,automatic,4
612,874,cabriolet,diesel,automatic,4
613,535,van,electric,mechanical,6
614,297,van,electric,mechanical,5
615,246,van,electric,mechanical,2
616,941,SUV,gasoline,mechanical,6
617,492,cabriolet,gasoline,mechanical,5
618,782,sedan,electric,automatic,3
619,53,minivan,diesel,automatic,3
620,304,pickup,gasoline,mechanical,5
621,327,SUV,electric,automatic,2
622,397,sedan,diesel,automatic,4
623,339,minivan,diesel,mechanical,4
624,118,minivan,electric,mechanical,3
625,590,pickup,electric,mechanical,4
626,772,cabriolet,diesel,mechanical,2
627,657,sedan,diesel,automatic,5
628,330,pickup,electric,automatic,6
629,477,minivan,electric,automatic,2
630,155,SUV,gasoline,automatic,4
631,688,pickup,electric,mechanical,2
632,255,minivan,gasoline,automatic,5
633,48,SUV,gasoline,mechanical,6
634,723,SUV,electric,automatic,5
635,843,SUV,gasoline,mechanical,6
636,32,van,electric,mechanical,5
637,504,van,gasoline,automatic,6
638,201,cabriolet,electric,automatic,2
639,140,SUV,electric,automatic,2
640,595,van,gasoline,automatic,3
641,518,minivan,electric,mechanical,3
642,383,pickup,gasoline,mechanical,3
643,179,van,gasoline,mechanical,3
644,255,SUV,gasoline,automatic,6
645,536,sedan,gasoline,mechanical,3
646,548,sedan,gasoline,mechanical,6
647,13,SUV,gasoline,automatic,3
648,79,SUV,electric,mechanical,5
649,952,sedan,gasoline,automatic,5
650,417,cabriolet,electric,automatic,6
651,513,pickup,diesel,automatic,2
652,438,sedan,gasoline,automatic,5
653,296,SUV,diesel,automatic,3
654,544,sedan,diesel,mechanical,4
655,419,pickup,diesel,mechanical,2
656,465,sedan,electric,automatic,3
657,907,minivan,gasoline,automatic,4
658,100,minivan,electric,automatic,6
659,655,pickup,electric,mechanical,6
660,532,van,gasoline,automatic,2
661,261,sedan,diesel,mechanical,2
662,886,minivan,electric,mechanical,3
663,205,pickup,diesel,mechanical,6
664,746,sedan,gasoline,automatic,5
665,474,cabriolet,diesel,mechanical,4
666,604,sedan,gasoline,mechanical,2
667,705,sedan,electric,automatic,6
668,429,minivan,diesel,mechanical,3
669,628,cabriolet,gasoline,mechanical,5
670,636,pickup,diesel,mechanical,3
671,37,van,diesel,mechanical,2
672,228,minivan,diesel,automatic,2
673,254,van,electric,mechanical,5
674,61,sedan,diesel,automatic,5
675,320,minivan,diesel,automatic,2
676,880,cabriolet,diesel,mechanical,6
677,126,SUV,electric,automatic,6
678,474,pickup,electric,mechanical,4
679,342,minivan,electric,automatic,5
680,898,sedan,gasoline,mechanical,2
681,416,pickup,electric,automatic,4
682,126,pickup,gasoline,automatic,5
683,281,pickup,diesel,mechanical,3
684,843,minivan,gasoline,automatic,5
685,897,minivan,gasoline,mechanical,3
686,238,minivan,diesel,automatic,3
687,401,minivan,electric,automatic,5
688,906,van,electric,mechanical,3
689,633,pickup,electric,automatic,2
690,562,cabriolet,gasoline,automatic,4
691,951,sedan,electric,automatic,6
692,819,SUV,electric,mechanical,4
693,269,minivan,electric,automatic,5
694,244,van,gasoline,automatic,6
695,692,minivan,gasoline,automatic,3
696,401,pickup,gasoline,automatic,5
697,124,SUV,gasoline,automatic,6
698,108,minivan,diesel,automatic,4
699,152,cabriolet,electric,mechanical,3
700,694,SUV,gasoline,mechanical,5
701,174,minivan,diesel,automatic,5
702,395,SUV,gasoline,mechanical,3
703,893,van,gasoline,mechanical,2
704,545,sedan,electric,mechanical,3
705,230,sedan,diesel,automatic,6
706,379,cabriolet,gasoline,automatic,5
707,174,minivan,diesel,automatic,4
708,812,sedan,electric,mechanical,4
709,994,pickup,electric,mechanical,6
710,941,van,electric,mechanical,6
711,513,SUV,gasoline,mechanical,4
712,425,van,gasoline,mechanical,5
713,330,minivan,diesel,automatic,5
714,655,van,gasoline,automatic,2
715,683,cabriolet,gasoline,automatic,6
716,753,SUV,diesel,automatic,3
717,291,cabriolet,electric,automatic,4
718,771,minivan,diesel,automatic,5
719,250,SUV,diesel,automatic,6
720,771,minivan,gasoline,automatic,2
721,129,cabriolet,diesel,automatic,4
722,927,minivan,electric,automatic,3
723,98,minivan,diesel,automatic,6
724,669,cabriolet,diesel,mechanical,6
725,614,cabriolet,gasoline,mechanical,3
726,120,pickup,electric,mechanical,3
727,543,SUV,electric,automatic,6
728,845,sedan,diesel,automatic,6
729,305,cabriolet,electric,mechanical,4
730,754,cabriolet,electric,mechanical,2
731,739,sedan,gasoline,automatic,2
732,35,sedan,electric,automatic,3
733,940,pickup,diesel,automatic,6
734,15,pickup,electric,mechanical,6
735,109,minivan,electric,mechanical,5
736,869,pickup,diesel,mechanical,4
737,17,SUV,diesel,mechanical,5
738,476,cabriolet,diesel,mechanical,2
739,407,cabriolet,diesel,automatic,4
740,36,sedan,gasoline,automatic,2
741,927,sedan,electric,mechanical,4
742,72,pickup,gasoline,mechanical,3
743,359,sedan,gasoline,automatic,5
744,701,minivan,diesel,mechanical,5
745,450,cabriolet,electric,mechanical,3
746,193,cabriolet,electric,automatic,5
747,387,sedan,gasoline,mechanical,6
748,884,cabriolet,gasoline,mechanical,2
749,945,cabriolet,diesel,automatic,4
750,859,minivan,diesel,mechanical,3
751,511,minivan,gasoline,mechanical,3
752,536,SUV,diesel,mechanical,2
753,112,pickup,electric,automatic,2
754,510,minivan,electric,automatic,3
755,294,sedan,electric,automatic,6
756,948,sedan,gasoline,mechanical,6
757,893,pickup,electric,mechanical,4
